product_ndc,generic_name,brand_name,manufacturer_name,dosage_form,route,strength,strength_unit,description
67643-0029,Tafasitamab,,"Lonza Biologics, Inc.",LIQUID,,42,mg,
10742-1048,"dimethicone, octinoxate, octisalate",Mentholatum Natural Ice Cherry,The Mentholatum Company,STICK,TOPICAL,10,mg,
61957-2409,"ENSULIZOLE, OCTISALATE",CAPTURE TOTALE C.E.L.L. ENERGY SUPER POTENT SERUM FOUNDATION BROAD SPECTRUM SPF 20 6N,Parfums Christian Dior,EMULSION,TOPICAL,27,mg,
61958-3401,LENACAPAVIR SODIUM,Yeztugo,"Gilead Sciences, Inc.","TABLET, FILM COATED",ORAL,300,mg,
62106-1106,"Equisetum arvense, Uva-ursi, Juniperus communis, Cytisus scoparius, Hieraciumpilosella, Argentum metallicum",Unda 7,Seroyal USA,LIQUID,ORAL,4,[hp_X],
62135-446,Pregabalin,Pregabalin,"Chartwell RX, LLC",CAPSULE,ORAL,100,mg,
62332-076,memantine hydrochloride,Memantine Hydrochloride,Alembic Pharmaceuticals Inc.,"TABLET, COATED",ORAL,10,mg,
62135-742,TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,"Chartwell RX, LLC","TABLET, FILM COATED",ORAL,20,mg,
62185-0052,"Carduus Marianus, Chelidonium Majus, Lycopodium Clavatum, Taraxacum Officinale, Avena Sativa, Cynara Scolymus, Methylcobalamin, Menadione, Alpha-Lipoicum Acidum, Cinchona Officinalis, Hepar Suis, Veratrum Album, Colon (Suis), Duodenum (Suis), Gallbladder (Suis), Intestine (Suis), Lymph Node (Suis), Pancreas Suis, Thymus (Suis), Thymus (suis), Alpha-Ketoglutaricum Acidum, Cholesterinum, Formicum Acidum, Histaminum Hydrochloricum, Malicum Acidum, Natrum Oxalaceticum, Sulphur, Calcarea Carbonica,",D1 Organ Support,Dr. Donna Restivo DC,LIQUID,ORAL,10,[hp_X],
62332-505,Moxifloxacin ophthalmic solution,Moxifloxacin ophthalmic solution,Alembic Pharmaceuticals Inc.,SOLUTION/ DROPS,OPHTHALMIC,5,mg,
62484-0020,Purixan,PURIXAN,"Nova Laboratories, Ltd",SUSPENSION,ORAL,20,mg,
62670-6638,Alcohol,Anti Bacterial Hand Gel Fresh Amalfi Lemon,"Bath & Body Works, Inc.",GEL,TOPICAL,71,mL,
62670-6910,Alcohol,Anti Bacterial Hand Gel Pink Bubble Gum,"Bath & Body Works, Inc.",GEL,TOPICAL,71,mL,
62742-4277,Zinc Oxide,3D Tinted Moisturizing BS SPF 30,Allure Labs,CREAM,TOPICAL,18.6,g,
63020-049,bortezomib,VELCADE,"Takeda Pharmaceuticals America, Inc.","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS, SUBCUTANEOUS",3.5,mg,
63083-2102,Liver Formula,Liver Formula 2102,Professional Complementary Health Formulas,LIQUID,ORAL,1,[hp_X],
63083-7113,Causticum,Causticum 7113,Professional Complementary Health Formulas,LIQUID,ORAL,6,[hp_X],
63102-110,"DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE",ACTIDOM DMX,"ACTIPHARMA, LLC",SOLUTION,ORAL,30,mg,
63629-3659,Diltiazem Hydrochloride,Diltiazem Hydrochloride,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL,30,mg,
63629-8482,"Desonide Ointment, 0.05%","Desonide Ointment, 0.05%",Bryant Ranch Prepack,OINTMENT,TOPICAL,.5,mg,
63629-8836,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,Bryant Ranch Prepack,TABLET,ORAL,80,mg,
63645-181,"Avobenzone, Octinoxate, Petrolatum",OraLabs SPF 15 Lip Balm,OraLabs,STICK,TOPICAL,30,mg,
63187-361,Fluoxetine Hydrochloride,Fluoxetine,Proficient Rx LP,CAPSULE,ORAL,40,mg,
63187-750,Warfarin Sodium,Warfarin Sodium,Proficient Rx LP,TABLET,ORAL,10,mg,
63304-192,Desvenlafaxine,Desvenlafaxine,"Sun Pharmaceutical Industries, Inc.","TABLET, EXTENDED RELEASE",ORAL,100,mg,
63323-351,RIFAMPIN,Rifampin,"Fresenius Kabi USA, LLC","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,600,mg,
63323-715,Fulvestrant,Fulvestrant,"Fresenius Kabi USA, LLC","INJECTION, SOLUTION",INTRAMUSCULAR,50,mg,
63402-304,lurasidone hydrochloride,Latuda,"Sumitomo Pharma America, Inc.","TABLET, FILM COATED",ORAL,40,mg,
63545-067,Aethusa cynapium,Aethusa cynapium,"Hahnemann Laboratories, Inc.",PELLET,ORAL,6,[hp_C],
0270-1316,IOPAMIDOL,ISOVUE 370,BRACCO DIAGNOSTICS INC,"INJECTION, SOLUTION",INTRAVASCULAR,755,mg,
63545-539,Bovista,Bovista,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
0280-0023,"aspirin, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine bitartrate",Alka-Seltzer Plus Severe Cold and Cough PowerFast Fizz,Bayer Healthcare LLC.,"TABLET, EFFERVESCENT",ORAL,325,mg,
63629-1174,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Bryant Ranch Prepack,SOLUTION,ORAL,5,mg,
63629-2232,Minoxidil,Minoxidil,Bryant Ranch Prepack,TABLET,ORAL,2.5,mg,
65162-734,Felbamate,Felbamate,Amneal Pharmaceuticals LLC,TABLET,ORAL,400,mg,
65219-335,"VITAMIN A PALMITATE, Ergocalciferol, .ALPHA.-TOCOPHEROL, DL-, PHYTONADIONE",Vitalipid N,"Fresenius Kabi USA, LLC",EMULSION,INTRAVENOUS,1,[iU],
65628-205,vancomycin hydrochloride,FIRVANQ,"Azurity Pharmaceuticals, Inc",KIT,,,,
65841-809,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,Zydus Lifesciences Limited,"TABLET, FILM COATED",ORAL,500,mg,
0338-1089,"Leucine, Phenylalanine, Lysine, Methionine, Isoleucine, Valine, Histidine, Threonine, Tryptophan, Alanine, Glycine, Arginine, Proline, Serine, Tyrosine, Dextrose",CLINIMIX,Baxter Healthcare Corporation,INJECTION,INTRAVENOUS,880,mg,
63824-961,Oxymetazoline Hydrochloride,MUCINEX Childrens Stuffy Nose,Reckitt Benckiser LLC,SOLUTION,NASAL,.05,g,
63868-823,Diphenhydramine HCl,Childrens Allergy,QUALITY CHOICE (Chain Drug Marketing Association),LIQUID,ORAL,12.5,mg,
63941-715,oxymetazoline hydrochloride,Best Choice Maximum Strength,BEST CHOICE (VALU MERCHANDISERS COMPANY),SPRAY,NASAL,.05,g,
64380-163,PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,Strides Pharma Science Limited,"TABLET, FILM COATED",ORAL,300,mg,
64942-1915,Nourishing Secrets Honeysuckle and Mint 48h Antiperspirant,Dove,Conopco Inc. d/b/a/ Unilever,STICK,TOPICAL,15.2,g,
64578-0109,Homeopathic Liquid,Isopathic Phenolic Rings,Energetix Corporation,LIQUID,ORAL,12,[hp_X],
64889-0001,Oxygen,Oxygen 64889-0001,Advanced Oxy-Med Services Inc,GAS,RESPIRATORY (INHALATION),99,L,
64942-2206,Advanced Fresh Bergamot aand Sandalwood 72H Antiperspirant Deodorant,Degree,Conopco Inc. d/b/a/ Unilever,STICK,TOPICAL,16,g,
64942-2447,Soothing Moisture Damage Therapy Anti-Dandruff Conditioner,Dove,Conopco d/b/a Unilever,LIQUID,TOPICAL,.5,g,
64980-677,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,"Rising Pharma Holdings, Inc.","TABLET, DELAYED RELEASE",ORAL,40,mg,
65044-3014,Almond Prunus amygdalus,"Food - Plant Source, Almond Prunus amygdalus",Jubilant HollisterStier LLC,"INJECTION, SOLUTION","PERCUTANEOUS, SUBCUTANEOUS",.1,g,
65145-139,Ketorolac Tromethamine,Ketorolac Tromethamine,Caplin Steriles Limited,SOLUTION/ DROPS,OPHTHALMIC,5,mg,
67871-479,Ethanolamine Oleate,Ethamolin,"QOL Medical, LLC.","INJECTION, SOLUTION",INTRAVENOUS,50,mg,
67877-638,lurasidone hydrochloride,lurasidone hydrochloride,"Ascend Laboratories, LLC","TABLET, FILM COATED",ORAL,20,mg,
68001-386,Nitrofurantion,Nitrofurantion,BluePoint Labortories,CAPSULE,ORAL,100,mg,
68001-686,Metoprolol Succinate,Metoprolol Succinate,BluePoint Laboratories,"TABLET, EXTENDED RELEASE",ORAL,100,mg,
66715-5503,"Diphenhydramine HCl caplet, 25mg","Sleep-Aid, Circle K","Lil' Drug Store Products, Inc.","TABLET, FILM COATED",ORAL,25,mg,
65862-750,Lacosamide,Lacosamide,Aurobindo Pharma Limited,"TABLET, FILM COATED",ORAL,200,mg,
0338-5002,Ceftriaxone Sodium,Ceftriaxone,Baxter Healthcare Company,"INJECTION, SOLUTION",INTRAVENOUS,1,g,
66267-933,Triamcinolone Acetonide,Triamcinolone Acetonide,"NuCare Pharmaceuticals,Inc.",CREAM,TOPICAL,1,mg,
66738-310,Lip Balm Sunscreen,"Jack Black Intense Thearpy Lip Balm SPF25, Lemon and Shea Butter","Jack Black, LLC",OINTMENT,TOPICAL,3,g,
66902-225,LIDOCAINE,Fast Freeze Lidocaine,"Natural Essentials, Inc.",SPRAY,TOPICAL,40,mg,
67046-0281,hydroxyzine pamoate,hydroxyzine pamoate,Coupler LLC,CAPSULE,ORAL,25,mg,
67046-1540,Trazodone Hydrochloride,Trazodone Hydrochloride,Coupler LLC,TABLET,ORAL,100,mg,
67091-327,Sodium Chloride,WinCo Foods Saline Nasal Relief,"WinCo Foods, LLC",SPRAY,NASAL,.65,g,
67225-5314,"Octinoxate, Octocrylene, Titanium Dioxide",AGE20S SIGNATURE ESSENCE PACT INTENSE COVER MINI 31N,"Aekyung Industrial Co., Ltd.",CREAM,TOPICAL,.26,g,
67296-2204,"Butalbital, Acetaminophen and Caffeine","Butalbital, Acetaminophen and Caffeine",Redpharm Drug,TABLET,ORAL,325,mg,
67457-957,Iron Sucrose,Iron Sucrose,Mylan Institutional LLC,"INJECTION, SOLUTION",INTRAVENOUS,50,mg,
68462-396,Omeprazole,Omeprazole,"Glenmark Pharmaceuticals Inc., USA","CAPSULE, DELAYED RELEASE",ORAL,20,mg,
68475-008,Maraviroc,Maraviroc,Navinta LLC,"TABLET, FILM COATED",ORAL,150,mg,
68577-243,"Avobenzone, Homosalate, Octisalate, Octocrylene",COCO-EVE COCONUT MILK BODY SPF 50,COSMAX USA,CREAM,TOPICAL,3,mg,
68703-318,"Arsenicum alb, Graphites, Hepar sulph calc, Radium brom, Viola tric",Well-Ex,Silver Star Brands,TABLET,ORAL,6,[hp_C],
68071-3776,Pantoprazole,Pantoprazole,"NuCare Pharmaceuticals, Inc.","TABLET, DELAYED RELEASE",ORAL,20,mg,
68062-8313,"Avobenzone, Homosalate, Octisalate, Octocrylene",Dr Lift SPF 50 Clear Stick,Spa de Soleil,STICK,TOPICAL,.4,mg,
68071-2557,Fluconazole,Fluconazole,"NuCare Pharmaceuticals,Inc.",TABLET,ORAL,150,mg,
68071-3523,Gabapentin,Gabapentin,"NuCare Pharmaceuticals,Inc.","TABLET, COATED",ORAL,800,mg,
68071-4119,Tramadol Hydrochloride,Tramadol Hydrochloride,"NuCare Pharmaceuticals,Inc.","TABLET, COATED",ORAL,50,mg,
68071-4944,Amoxicillin,Amoxicillin,"NuCare Pharmaceuticals,Inc.",CAPSULE,ORAL,250,mg,
68083-133,ketorolac tromethamine,ketorolac tromethamine,Gland Pharma Limited,"INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS",30,mg,
68083-647,Acetaminophen,Acetaminophen,Gland Pharma Limited,"INJECTION, SOLUTION",INTRAVENOUS,10,mg,
68094-600,Ibuprofen,Dye Free Childrens Ibuprofen,Precision Dose Inc.,SUSPENSION,ORAL,100,mg,
0363-1420,Nicotine Polacrilex,Nicotine Polacrilex MINT,Walgreens,"GUM, CHEWING",BUCCAL,2,mg,
68196-602,Ethyl Alcohol,Alcohol,Sam's West Inc,LIQUID,TOPICAL,70,mL,
0363-1801,White Petrolatum Jelly,Petroleum Jelly,WALGREENS,JELLY,TOPICAL,100,g,
68391-411,Acetaminophen,BERKLEY AND JENSEN RAPID RELEASE ACETAMINOPHEN,BJWC,"TABLET, FILM COATED",ORAL,500,mg,
69423-831,Bismuth subsalicylate,Pepto Bismol Fast Melts Fresh Berry Flavored,The Procter & Gamble Manufacturing Company,"TABLET, CHEWABLE",ORAL,262,mg,
69452-338,Aripiprazole,Aripiprazole,Bionpharma Inc.,"TABLET, ORALLY DISINTEGRATING",ORAL,10,mg,
69539-112,Azacitidine,Azacitidine,MSN LABORATORIES PRIVATE LIMITED,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAVENOUS, SUBCUTANEOUS",100,mg,
0363-9608,NAPROXEN SODIUM,ALL DAY PAIN RELIEF,WALGREENS,"TABLET, COATED",ORAL,220,mg,
68788-8473,Clonazepam,Clonazepam,Preferred Pharmaceuticals Inc.,TABLET,ORAL,1,mg,
68788-8764,quetiapine fumarate,Quetiapine fumarate,: Preferred Pharmaceuticals Inc.,TABLET,ORAL,25,mg,
68788-6832,"norethindrone acetate and ethinyl estradiol, and ferrous fumarate",Junel Fe 1/20,Preferred Pharmaceuticals Inc.,KIT,,,,
68788-7988,Bupropion Hydrochloride,Bupropion Hydrochloride,Preferred Pharmaceuticals Inc.,"TABLET, FILM COATED",ORAL,100,mg,
68828-323,"Homosalate,Octisalate,Zinc Oxide",JAFRA ALWAYS LONG WEAR FOUNDATION BROAD SPECTRUM SPF 15 SUNSCREEN 342,"Distribuidora Comercial Jafra, S.A. de C.V.",LIQUID,TOPICAL,4.25,g,
69004-001,Benzocaine,GPS Topical Anesthetic,"Group Practice Solutions, Inc.",GEL,DENTAL,200,mg,
69097-507,Esomeprazole magnesium,Esomeprazole magnesium,Cipla USA Inc.,FOR SUSPENSION,ORAL,2.5,mg,
69117-0039,Acyclovir,Acyclovir,"YILING PHARMACEUTICAL, INC.",CAPSULE,ORAL,200,mg,
69238-1172,Doxepin Hydrochloride,Doxepin Hydrochloride,Amneal Pharmaceuticals NY LLC,CAPSULE,ORAL,75,mg,
69250-661,Alcohol Prep Pad,Alcohol Prep Pad,BioMed Resource Inc.,SPONGE,TOPICAL,7,mL,
69315-135,Imipramine Hydrochloride,Imipramine Hydrochloride,"Leading Pharma, LLC","TABLET, FILM COATED",ORAL,50,mg,
69367-343,Gabapentin,Gabapentin,"Westminster Pharmaceuticals, LLC",CAPSULE,ORAL,100,mg,
69423-103,Pyrithione Zinc,Head and Shoulders Conditioner Smooth and Silky,The Procter & Gamble Manufacturing Company,LOTION,TOPICAL,.5,g,
70518-0942,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,REMEDYREPACK INC.,"TABLET, EXTENDED RELEASE",ORAL,100,mg,
70518-2269,Olmesartan Medoxomil and Hydrochlorothiazide,Olmesartan Medoxomil and Hydrochlorothiazide,REMEDYREPACK INC.,TABLET,ORAL,12.5,mg,
70518-3278,Omeprazole,Omeprazole,REMEDYREPACK INC.,"CAPSULE, DELAYED RELEASE",ORAL,20,mg,
70518-3921,Oxcarbazepine,Oxcarbazepine,REMEDYREPACK INC.,"TABLET, FILM COATED",ORAL,300,mg,
69842-337,Loratadine,Childrens Allergy,CVS Pharmacy,SOLUTION,ORAL,5,mg,
69842-806,guaifenesin,mucus,CVS Pharmacy,"TABLET, MULTILAYER, EXTENDED RELEASE",ORAL,600,mg,
69945-051,Technetium Tc-99m,Ultra-Technekow V4,Curium US LLC,"INJECTION, SOLUTION",INTRAVENOUS,5,Ci,
0363-9781,Acetaminophen,Arthritis Pain Reliever,WALGREENS,"TABLET, EXTENDED RELEASE",ORAL,650,mg,
69968-0740,Salicylic Acid,Neutrogena deep clean purifying cooling gel scrub,Kenvue Brands LLC,GEL,TOPICAL,5,mg,
69981-712,"PETROLATUM, COD LIVER",CUREFINI,Rev Pharma Corp.,OINTMENT,TOPICAL,100,mg,
70000-0511,Nicotine Transdermal System,Nicotine Transdermal System,Cardinal Health,"PATCH, EXTENDED RELEASE",TRANSDERMAL,14,mg,
70010-073,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,Granules Pharmaceuticals Inc.,SOLUTION,ORAL,40,meq,
70069-696,Timolol Hemihydrate,Timolol Hemihydrate,"Somerset Therapeutics, LLC",SOLUTION/ DROPS,OPHTHALMIC,5,mg,
70108-208,Benzalkonium Chloride,Smart Care ANTIBACTERIAL HAND SANITIZING WIPES LAVENDER SCENT,"Ashtel Studios, Inc.",CLOTH,TOPICAL,.11,g,
70151-021,Nitrogen,Nitrogen,Central Welding Supply Company,GAS,RESPIRATORY (INHALATION),990,mL,
70377-060,Labetalol Hydrochloride,Labetalol Hydrochloride,Biocon Pharma Inc.,"TABLET, FILM COATED",ORAL,100,mg,
70445-608,Scented Hand sanitizer,Scented Hand Sanitizer,"Beacon Promotions, Inc.",GEL,TOPICAL,63.5,mL,
71205-242,Levothyroxine Sodium,Levothyroxine Sodium,Proficient Rx LP,TABLET,ORAL,.05,mg,
71205-535,Famotidine,Famotidine,Proficient Rx LP,"TABLET, FILM COATED",ORAL,20,mg,
71205-798,SIMVASTATIN,SIMVASTATIN,Proficient Rx LP,"TABLET, FILM COATED",ORAL,10,mg,
70626-105,SALICYLIC ACID,START SO FRESH,ASPIRE BRANDS INC,GEL,TOPICAL,2,g,
70518-4307,Sertraline Hydrochloride,Sertraline Hydrochloride,REMEDYREPACK INC.,TABLET,ORAL,25,mg,
70518-4540,isoniazid,isoniazid,REMEDYREPACK INC.,TABLET,ORAL,300,mg,
70677-1200,Benzoin Resin,Benzoin Tincture,116956644,LIQUID,TOPICAL,1000,mg,
70700-902,Glycopyrrolate,Glycopyrrolate,"Xiromed, LLC",INJECTION,"INTRAMUSCULAR, INTRAVENOUS",.2,mg,
70710-1588,brivaracetam,brivaracetam,Zydus Pharmaceuticals USA Inc.,"TABLET, FILM COATED",ORAL,100,mg,
0054-0936,Tapentadol Hydrochloride,TAPENTADOL,Hikma Pharmaceuticals USA Inc.,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,50,mg,
70764-204,"OCTINOXATE, OCTISALATE, ZINC OXIDE",CONTROL CORRECTIVE SUNSCREEN SPF-30,CONTROL CORRECTIVE SKINCARE INC,CREAM,TOPICAL,6.9,g,
0404-9800,nitroglycerin tablet,NITROSTAT,"Henry Schein, Inc.",TABLET,SUBLINGUAL,.4,mg,
70771-1880,sitagliptin and metformin hydrochloride,ZITUVIMET XR,Zydus Lifesciences Limited,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,1000,mg,
70954-274,Fluphenazine Hydrochloride,Fluphenazine Hydrochloride,"ANI Pharmaceuticals, Inc.",TABLET,ORAL,2.5,mg,
71087-112,Lip Balm,Vanilla Lip Balm,Casad Company Inc.,STICK,TOPICAL,2,g,
71141-179,"Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl",Cold and Flu,Lidl US LLC,SOLUTION,ORAL,325,mg,
71566-200,pyrithione zinc,Facial Fortress,"Pediatric Solutions, LLC",SHAMPOO,TOPICAL,.0095,g,
71610-446,Baclofen,Baclofen,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL,20,mg,
71610-738,Tamsulosin Hydrochloride,Tamsulosin Hydrochloride,"Aphena Pharma Solutions - Tennessee, LLC",CAPSULE,ORAL,.4,mg,
71610-980,Prazosin Hydrochloride,Prazosin Hydrochloride,"Aphena Pharma Solutions - Tennessee, LLC",CAPSULE,ORAL,2,mg,
71335-0167,Metoprolol succinate,Metoprolol succinate,Bryant Ranch Prepack,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,100,mg,
71209-091,Atorvastatin Calcium,Atorvastatin Calcium,Cadila Pharmaceuticals Limited,"TABLET, COATED",ORAL,20,mg,
71288-174,Dacarbazine,Dacarbazine,Meitheal Pharmaceuticals Inc.,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,200,mg,
71335-0775,olmesartan medoxomil,olmesartan medoxomil,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL,20,mg,
71335-1244,Irbesartan,Irbesartan,Bryant Ranch Prepack,TABLET,ORAL,150,mg,
71335-1699,Ergocalciferol,Ergocalciferol,Bryant Ranch Prepack,"CAPSULE, LIQUID FILLED",ORAL,1.25,mg,
71335-1993,Venlafaxine Hydrochloride,Venlafaxine Hydrochloride,Bryant Ranch Prepack,"CAPSULE, EXTENDED RELEASE",ORAL,75,mg,
71335-2282,Levetiracetam,Levetiracetam,Bryant Ranch Prepack,TABLET,ORAL,500,mg,
71335-2546,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",Bryant Ranch Prepack,TABLET,ORAL,325,mg,
71335-2795,Methocarbamol,Methocarbamol,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL,750,mg,
71335-3027,methimazole,Methimazole,Bryant Ranch Prepack,TABLET,ORAL,10,mg,
71335-9742,Glipizide,Glipizide,Bryant Ranch Prepack,"TABLET, EXTENDED RELEASE",ORAL,5,mg,
72476-509,"aluminum hydroxide, magnesium hydroxide, simethicone",Antacid,"Retail Business Services, LLC.",LIQUID,ORAL,400,mg,
72266-102,Labetalol Hydrochloride,Labetalol Hydrochloride,Fosun Pharma USA Inc.,INJECTION,INTRAVENOUS,5,mg,
72288-590,Acetaminophen,basic care infants pain and fever,Amazon.com Services LLC,SUSPENSION,ORAL,160,mg,
72393-203,"Lidocaine HCL, Menthol",Workvie,Marketites LLC,CREAM,TOPICAL,4,g,
0409-9558,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,"Hospira, Inc.","INJECTION, SOLUTION",INTRAVENOUS,10,mg,
0409-6727,Magnesium Sulfate in Dextrose,Magnesium Sulfate in Dextrose,"Hospira, Inc.","INJECTION, SOLUTION",INTRAVENOUS,10,mg,
71872-7107,Ondansetron,Ondansetron,"Medical Purchasing Solutions, LLC",INJECTION,"INTRAMUSCULAR, INTRAVENOUS",2,mg,
71930-045,oxycodone and acetaminophen,OXYCODONE AND ACETAMINOPHEN,Eywa Pharma Inc,TABLET,ORAL,325,mg,
72064-130,avapritinib,Ayvakit,Blueprint Medicines Corporation,"TABLET, FILM COATED",ORAL,300,mg,
72162-1273,"Clobetasol Propionate Ointment USP, 0.05%",Clobetasol Propionate,Bryant Ranch Prepack,OINTMENT,TOPICAL,.5,mg,
72162-1665,Sodium Sulfacetamide,Sodium Sulfacetamide,Bryant Ranch Prepack,LIQUID,TOPICAL,100,mg,
72162-2081,Levalbuterol Hydrochloride,Levalbuterol,Bryant Ranch Prepack,SOLUTION,RESPIRATORY (INHALATION),.31,mg,
72162-2367,Rabeprazole Sodium,Rabeprazole Sodium,Bryant Ranch Prepack,"TABLET, DELAYED RELEASE",ORAL,20,mg,
72162-2642,Plerixafor,Plerixafor,Bryant Ranch Prepack,"INJECTION, SOLUTION",SUBCUTANEOUS,24,mg,
72189-319,DICLOFENAC SODIUM,DICLOFENAC SODIUM,DirectRx,SOLUTION,TOPICAL,16.05,mg,
72189-583,Ketorolac Tromethamine,Ketorolac Tromethamine,Direct_rx,"INJECTION, SOLUTION",INTRAMUSCULAR,30,mg,
72205-105,Chlorpromazine Hydrochloride,Chlorpromazine Hydrochloride,Novadoz Pharmaceuticals LLC,"TABLET, SUGAR COATED",ORAL,50,mg,
74149-105,ALCOHOL,Signature Care Advanced Hand Sanitizer,"Yiwu Yangjie Daily Chemicals Co.,Ltd.",GEL,TOPICAL,70,mL,
73408-923,"Acetaminophen, Pamabrom, Pyrilamine maleate",Thompson Cramp Relief,Thompson Safety,"TABLET, FILM COATED",ORAL,500,mg,
73581-014,Esomeprazole Magnesium,Esomeprazole Magnesium,YYBA CORP,CAPSULE,ORAL,20,mg,
73656-034,SODIUM MONOFLUOROPHOSPHATE,Optimax Purple Anticavity Fluoride,WHITE GLO USA INC,KIT,,,,
72542-193,arimoclomol citrate,MIPLYFFA,Acer Therapeutics Inc.,CAPSULE,ORAL,93,mg,
72578-199,Diltiazem hydrochloride,Diltiazem hydrochloride,Viona Pharmaceuticals Inc,TABLET,ORAL,30,mg,
72603-356,Pregabalin,Pregabalin,NorthStar RxLLC,CAPSULE,ORAL,150,mg,
72654-033,Lidocaine,Numb 520,"Ebanel Laboratories, Inc",CREAM,TOPICAL,50,mg,
72789-093,Lisinopril,Lisinopril,"PD-Rx Pharmaceuticals, Inc.",TABLET,ORAL,20,mg,
72789-371,telmisartan,telmisartan,"PD-Rx Pharmaceuticals, Inc.",TABLET,ORAL,20,mg,
72819-159,paliperidone,Paliperidone,Archis Pharma LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,6,mg,
72865-141,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,"XLCare Pharmaceuticals, Inc.","TABLET, FILM COATED",ORAL,25,mg,
0536-0091,aluminum hydroxide,Aluminum Hydroxide,Rugby Laboratories,LIQUID,ORAL,320,mg,
72988-0028,"L-Menthol, L-Camphor, Methyl Salicylate",ANTIPHLAMINE,"Lydia Co., Ltd.",LOTION,TOPICAL,59,mg,
0536-1241,Nicotine Polacrilex,Mini Nicotine,"Rugby Laboratories, Inc.",LOZENGE,ORAL,4,mg,
73289-0072,Arformoterol Tartrate,Arformoterol Tartrate Inhalation Solution,"Aucta Pharmaceuticals, Inc.",SOLUTION,RESPIRATORY (INHALATION),15,ug,
75124-0005,sodium chlorite,Doctor GuardStick,Pure O2,LIQUID,TOPICAL,5,g,
75826-118,"PHENOBARBITAL, HYOSCYAMINE SULFATE, ATROPINE SULFATE, SCOPOLAMINE HYDROBROMIDE",Phenohytro,"Winder Laboratories, LLC",TABLET,ORAL,.0194,mg,
75907-327,carmustine,carmustine,Dr. Reddy's Laboratories Inc.,KIT,INTRAVENOUS,,,
76147-301,SALICYLIC ACID,MULTI-ACTION CLEAR - ACNE CLEARING TREATMENT 2% SALICYLIC ACID,"StriVectin Operating Company, Inc.",LOTION,TOPICAL,2,g,
76281-538,BISMUTH SUBSALICYLATE,Stomach Relief - Maximum Strength,AptaPharma Inc.,LIQUID,ORAL,1050,mg,
76329-3340,Atropine Sulfate,Atropine Sulfate,"International Medication Systems, Limited",INJECTION,INTRAVENOUS,.1,mg,
76354-775,"ZINC OXIDE, TITANIUM DIOXIDE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Hydrating Camo CC Cream SPF30 Light 205 N,"e.l.f. Cosmetics, Inc.",CREAM,TOPICAL,50,mg,
55758-304,Ibuprofen,Dolex Children,Pharmadel LLC,LIQUID,ORAL,100,mg,
55910-510,Calcium Carbonate,DG Health Regular Strength Antacid,"DOLGENCORP, LLC","TABLET, CHEWABLE",ORAL,500,mg,
56062-003,Salicylic acid,Medicated Apricot Scrub,"Publix Super Markets, Inc.",GEL,TOPICAL,20,mg,
56152-4012,Benzoyl Peroxide,Anti Bac Acne Clearing,Cosmetic Enterprise Ltd,LOTION,TOPICAL,5,g,
57556-016,Nux vomica,Nux vomica,Historical Remedies,PELLET,ORAL,12,[hp_X],
57687-275,Helianthemum nummularium whole,Bach Original Flower Remedies,Nelson Bach USA Limited,SOLUTION,ORAL,5,[hp_X],
0024-2794,sodium ferric gluconate complex,Ferrlecit,sanofi-aventis U.S. LLC,INJECTION,INTRAVENOUS,12.5,mg,
57337-035,Salicylic Acid,XtraCare Deep Cleaning Astringent,Rejoice International,GEL,TOPICAL,5,mg,
0220-4650,SEPIA OFFICINALIS JUICE,Sepia,Boiron,PELLET,ORAL,6,[hp_C],
